trimesh\util.py:2064: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated since Python 3.3, and in 3.9 it will stop working
2021-06-06 14:06:45,988 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G4 S5 ; pause for 5 seconds to allow time for cleaning the nozzle and build plate if needed " -s prime_tower_wipe_enabled="True" -s layer_start_y="0.0" -s machine_max_feedrate_z="150" -s min_skin_width_for_expansion="5.143516556418884e-17" -s machine_acceleration="3000" -s support_wall_count="0" -s support_line_width="0.35" -s support_bottom_angles="[ ]" -s raft_base_line_width="0.8" -s wipe_retraction_prime_speed="50" -s support_material_flow="100" -s fill_outline_gaps="False" -s jerk_wall="20" -s infill_offset_x="0" -s machine_max_acceleration_x="800" -s jerk_support_bottom="20" -s conical_overhang_enabled="False" -s jerk_wall_0="20" -s support_interface_height="1" -s wipe_pause="0" -s machine_extruders_shared_nozzle_initial_retraction="0" -s conical_overhang_hole_size="0" -s infill_material_flow="100" -s acceleration_topbottom="3000" -s skin_outline_count="1" -s support_interface_line_width="0.35" -s wall_x_material_flow="100" -s bridge_wall_coast="100" -s wall_0_material_flow="100" -s wall_line_count="2" -s support_conical_angle="30" -s support_roof_line_width="0.35" -s zig_zaggify_infill="False" -s max_extrusion_before_wipe="10" -s travel="0" -s wireframe_up_half_speed="0.3" -s material_bed_temp_wait="True" -s gradual_infill_step_height="1.5" -s support_conical_min_width="5.0" -s bridge_skin_density_2="75" -s speed_equalize_flow_enabled="False" -s support_infill_rate="15" -s skirt_brim_minimal_length="250" -s material_break_preparation_temperature="210" -s support_infill_angles="[ ]" -s date="06-06-2021" -s machine_heat_zone_length="16" -s skin_overlap_mm="0.0175" -s mesh_position_y="0" -s raft_jerk="20" -s support_tree_angle="40" -s material_final_print_temperature="195" -s default_material_bed_temperature="80.0" -s acceleration_support_interface="3000" -s support_roof_extruder_nr="0" -s ironing_flow="10.0" -s support_initial_layer_line_distance="2.3333333333333335" -s wall_line_width="0.35" -s acceleration_travel="5000" -s infill_line_distance="3.5" -s raft_airgap="0.3" -s bridge_skin_material_flow="60" -s support_tower_maximum_supported_diameter="3.0" -s speed_slowdown_layers="2" -s zig_zaggify_support="False" -s machine_end_gcode="" -s raft_base_thickness="0.252" -s wireframe_bottom_delay="0" -s infill_overlap_mm="0.035" -s skirt_line_count="1" -s machine_nozzle_temp_enabled="True" -s acceleration_support_infill="3000" -s skirt_brim_speed="30.0" -s material_anti_ooze_retracted_position="-4" -s support_roof_angles="[ ]" -s layer_height_0="0.21" -s machine_nozzle_tip_outer_diameter="1" -s max_skin_angle_for_expansion="90" -s wipe_retraction_amount="4" -s wireframe_strategy="compensate" -s speed_topbottom="30.0" -s support_z_distance="0.1" -s connect_skin_polygons="False" -s alternate_extra_perimeter="False" -s bridge_wall_min_length="5" -s machine_max_acceleration_y="800" -s meshfix_maximum_deviation="0.025" -s infill_wipe_dist="0.0875" -s travel_avoid_supports="False" -s shell="0" -s roofing_material_flow="100" -s extruders_enabled_count="1" -s extruder_prime_pos_y="0" -s machine_extruder_count="1" -s support_tree_branch_diameter_angle="5" -s travel_compensate_overlapping_walls_enabled="True" -s retract_at_layer_change="True" -s acceleration_infill="3000" -s wall_0_inset="0.025000000000000022" -s speed_support_interface="40.0" -s gradual_support_infill_step_height="1" -s bridge_skin_material_flow_2="100" -s machine_endstop_positive_direction_y="False" -s wall_overhang_angle="90" -s speed_support="60" -s cross_infill_pocket_size="3.5" -s prime_tower_brim_enable="False" -s bottom_layers="6" -s meshfix="0" -s speed_wall_0="30.0" -s speed_support_infill="60" -s acceleration_ironing="3000" -s jerk_infill="20" -s wall_min_flow_retract="False" -s material_flow="100" -s retraction_extrusion_window="4" -s retraction_extra_prime_amount="0" -s bridge_fan_speed_2="0" -s raft_interface_line_width="0.7" -s meshfix_extensive_stitching="False" -s acceleration_skirt_brim="3000" -s top_thickness="0.8" -s wireframe_printspeed_up="5" -s travel_avoid_other_parts="True" -s wipe_hop_amount="1" -s small_feature_max_length="0.0" -s support_angle="50" -s machine_extruders_share_nozzle="False" -s support_interface_material_flow="100" -s machine_steps_per_mm_y="50" -s cool_fan_speed="100.0" -s machine_minimum_feedrate="0.0" -s speed_wall_x="60.0" -s magic_fuzzy_skin_outside_only="False" -s speed_layer_0="30.0" -s layer_0_z_overlap="0.15" -s infill_randomize_start_location="False" -s top_skin_expand_distance="0.7" -s skin_line_width="0.35" -s material_shrinkage_percentage="100.0" -s wipe_move_distance="20" -s wireframe_flow_flat="100" -s adhesion_type="brim" -s roofing_line_width="0.35" -s jerk_support_infill="20" -s support_use_towers="True" -s support_bottom_extruder_nr="0" -s speed_travel_layer_0="60.0" -s minimum_roof_area="1.0" -s bridge_enable_more_layers="True" -s prime_tower_line_width="0.35" -s xy_offset="0" -s extruder_prime_pos_abs="False" -s ooze_shield_angle="60" -s retraction_count_max="90" -s bottom_thickness="0.8" -s support_bottom_height="1" -s material_print_temp_wait="True" -s material_end_of_filament_purge_length="20" -s support_connect_zigzags="True" -s support_tree_branch_diameter="2" -s z_seam_corner="z_seam_corner_inner" -s roofing_angles="[ ]" -s material_crystallinity="False" -s raft_base_line_spacing="1.6" -s draft_shield_height_limitation="full" -s machine_max_acceleration_z="800" -s acceleration_print="3000" -s prime_tower_enable="False" -s slicing_tolerance="middle" -s raft_base_fan_speed="0" -s switch_extruder_retraction_speeds="20" -s machine_disallowed_areas="[]" -s wireframe_printspeed_flat="5" -s support_extruder_nr="0" -s material_bed_temp_prepend="True" -s retraction_combing_max_distance="0" -s bridge_skin_support_threshold="50" -s raft_interface_speed="22.5" -s wall_line_width_0="0.35" -s support_bottom_density="100" -s machine_feeder_wheel_diameter="10.0" -s support_infill_sparse_thickness="0.14" -s coasting_enable="True" -s ooze_shield_dist="2" -s wireframe_height="3" -s raft_acceleration="3000" -s support_interface_density="100" -s mesh_rotation_matrix="[[1,0,0], [0,1,0], [0,0,1]]" -s machine_nozzle_cool_down_speed="2.0" -s bridge_skin_material_flow_3="110" -s raft_interface_thickness="0.21000000000000002" -s support_bottom_stair_step_min_slope="10.0" -s support_roof_enable="False" -s machine_extruders_share_heater="False" -s wipe_retraction_extra_prime_amount="0" -s bridge_skin_density_3="80" -s cool_min_layer_time="5" -s sub_div_rad_add="0.35" -s retraction_enable="True" -s infill_sparse_density="20" -s support_bottom_enable="False" -s speed_ironing="20.0" -s raft_surface_jerk="20" -s speed_z_hop="10" -s material_no_load_move_factor="0.940860215" -s jerk_support_roof="20" -s wireframe_roof_drag_along="0.8" -s support_bottom_line_distance="0.35" -s small_hole_max_size="0" -s brim_width="8.0" -s infill_support_enabled="False" -s top_bottom_pattern="lines" -s material_maximum_park_duration="300" -s infill_sparse_thickness="0.14" -s support_fan_enable="False" -s support_tower_diameter="3.0" -s support_top_distance="0.1" -s magic_fuzzy_skin_enabled="False" -s wireframe_flat_delay="0.1" -s roofing_layer_count="0" -s jerk_travel="30" -s infill_extruder_nr="-1" -s print_temperature="210" -s bridge_sparse_infill_max_density="0" -s skirt_brim_line_width="0.35" -s wireframe_roof_outer_delay="0.2" -s jerk_print="20" -s command_line_settings="0" -s acceleration_support_bottom="3000" -s wall_material_flow="100" -s raft_fan_speed="0" -s support_interface_pattern="concentric" -s jerk_support_interface="20" -s retraction_hop_after_extruder_switch="True" -s travel_speed="120" -s material_flush_purge_speed="0.5" -s speed_equalize_flow_max="150" -s support_infill_extruder_nr="0" -s wall_0_wipe_dist="0.2" -s travel_retract_before_outer_wall="False" -s retraction_hop_enabled="False" -s acceleration_roofing="3000" -s wireframe_printspeed_bottom="5" -s raft_surface_fan_speed="0" -s jerk_roofing="20" -s bridge_skin_speed="15.0" -s raft_surface_acceleration="3000" -s wipe_brush_pos_x="100" -s infill_angles="[ ]" -s machine_max_feedrate_e="50" -s top_bottom_pattern_0="lines" -s adaptive_layer_height_threshold="0.2" -s jerk_prime_tower="20" -s raft_speed="30.0" -s support_roof_pattern="concentric" -s skin_angles="[ ]" -s raft_interface_line_spacing="0.8999999999999999" -s infill="0" -s ironing_line_spacing="0.1" -s material_bed_temperature="40" -s jerk_ironing="20" -s support_bottom_pattern="concentric" -s machine_nozzle_id="unknown" -s nozzle_disallowed_areas="[]" -s meshfix_maximum_resolution="0.5" -s machine_steps_per_mm_x="50" -s switch_extruder_prime_speed="20" -s brim_gap="0" -s blackmagic="0" -s default_material_print_temperature="210" -s material_break_retracted_position="-50" -s raft_surface_line_spacing="0.35" -s machine_always_write_active_tool="False" -s wireframe_drag_along="0.6" -s skin_preshrink="0.7" -s ironing_inset="0.3325" -s support_tower_roof_angle="65" -s adhesion_extruder_nr="0" -s relative_extrusion="False" -s support_xy_distance="0.7" -s cool_fan_enabled="True" -s cool_fan_speed_max="100.0" -s support_interface_angles="[ ]" -s roofing_extruder_nr="-1" -s support_line_distance="2.3333333333333335" -s speed_print_layer_0="30.0" -s machine_shape="elliptic" -s acceleration_travel_layer_0="5000.0" -s machine_width="110" -s infill_multiplier="1" -s machine_settings="0" -s raft_surface_layers="2" -s jerk_wall_x="20" -s infill_enable_travel_optimization="False" -s cool_fan_full_layer="2" -s expand_skins_expand_distance="0.7" -s material="0" -s material_adhesion_tendency="10" -s wireframe_flow_connection="100" -s material_flush_purge_length="60" -s adaptive_layer_height_variation="0.1" -s flow_rate_extrusion_offset_factor="100" -s raft_base_jerk="20" -s brim_outside_only="True" -s support_roof_line_distance="0.35" -s bridge_skin_speed_2="15.0" -s carve_multiple_volumes="False" -s fill_perimeter_gaps="everywhere" -s retraction_amount="4" -s xy_offset_layer_0="0" -s bridge_wall_speed="15.0" -s meshfix_union_all_remove_holes="False" -s magic_fuzzy_skin_point_density="1.25" -s machine_heated_bed="True" -s support_structure="normal" -s support_bottom_stair_step_width="5.0" -s acceleration_enabled="False" -s z_seam_type="sharpest_corner" -s retraction_prime_speed="50" -s alternate_carve_order="True" -s support_brim_width="8.0" -s support_interface_enable="False" -s wipe_hop_enable="False" -s machine_nozzle_heat_up_speed="2.0" -s wireframe_printspeed_down="5" -s raft_base_acceleration="3000" -s wall_overhang_speed_factor="100" -s gradual_infill_steps="0" -s roofing_pattern="lines" -s magic_fuzzy_skin_point_dist="0.8" -s wipe_retraction_enable="True" -s raft_base_speed="22.5" -s bottom_skin_preshrink="0.7" -s meshfix_maximum_travel_resolution="0.7" -s retraction_speed="50" -s material_diameter="2.85" -s wireframe_enabled="False" -s material_break_preparation_speed="2" -s wireframe_flow="100" -s magic_spiralize="False" -s support_bottom_stair_step_height="0.3" -s draft_shield_height="10" -s wipe_retraction_retract_speed="50" -s bridge_wall_material_flow="50" -s flow_rate_max_extrusion_offset="0" -s cross_infill_density_image="" -s dual="0" -s retraction_hop="1" -s magic_fuzzy_skin_thickness="0.3" -s support_conical_enabled="False" -s switch_extruder_extra_prime_amount="0" -s support_xy_distance_overhang="0.2" -s print_sequence="all_at_once" -s machine_nozzle_expansion_angle="45" -s extruder_prime_pos_z="0" -s meshfix_union_all="True" -s wipe_retraction_speed="50" -s extruder_prime_pos_x="0" -s cutting_mesh="False" -s wireframe_printspeed="5" -s infill_mesh_order="0" -s machine_min_cool_heat_time_window="50.0" -s cool_min_speed="10" -s support_pattern="zigzag" -s material_print_temp_prepend="True" -s material_flow_temp_graph="[[3.5,200],[7.0,240]]" -s machine_max_feedrate_y="150" -s support_mesh_drop_down="True" -s top_bottom="0" -s raft_interface_acceleration="3000" -s support_brim_line_count="23" -s bridge_settings_enabled="False" -s ironing_only_highest_layer="False" -s mesh_position_x="0" -s cool_fan_speed_0="0" -e0 -s support_roof_height="1" -s center_object="False" -s minimum_support_area="0.0" -s support_brim_enable="False" -s material_initial_print_temperature="235.0" -s machine_steps_per_mm_e="1600" -s hole_xy_offset="0" -s infill_offset_y="0" -s support_offset="0" -s acceleration_wall_x="3000" -s support_xy_overrides_z="z_overrides_xy" -s infill_overlap="10" -s optimize_wall_printing_order="False" -s infill_line_width="0.35" -s machine_endstop_positive_direction_x="False" -s machine_nozzle_size="0.4" -s raft_interface_jerk="20" -s acceleration_support="3000" -s support_roof_offset="0.0" -s material_surface_energy="100" -s mold_roof_height="0.5" -s speed_roofing="30.0" -s speed_travel="120" -s support_join_distance="2.0" -s top_bottom_thickness="0.8" -s bridge_skin_speed_3="15.0" -s raft_surface_speed="30.0" -s retraction_retract_speed="20.0" -s multiple_mesh_overlap="0.15" -s acceleration_prime_tower="3000" -s jerk_print_layer_0="20" -s z_seam_relative="False" -s material_end_of_filament_purge_speed="0.5" -s support_bottom_line_width="0.35" -s skin_material_flow="100" -s support_tree_branch_distance="1" -s raft_interface_fan_speed="0" -s brim_replaces_support="True" -s speed_print="60" -s prime_tower_min_volume="6" -s speed_wall="30.0" -s coasting_speed="90" -s layer_start_x="0.0" -s connect_infill_polygons="False" -s support_interface_skip_height="0.3" -s line_width="0.35" -s infill_before_walls="True" -s minimum_interface_area="1.0" -s material_extrusion_cool_down_speed="0.7" -s platform_adhesion="0" -s coasting_min_volume="0.8" -s magic_mesh_surface_mode="normal" -s support_skip_zag_per_mm="20" -s outer_inset_first="False" -s travel_compensate_overlapping_walls_x_enabled="True" -s support_interface_offset="0.0" -s top_skin_preshrink="0.7" -s coasting_volume="0.064" -s mold_angle="40" -s machine_nozzle_head_distance="3" -s material_anti_ooze_retraction_speed="5" -s infill_pattern="grid" -s support_supported_skin_fan_speed="100" -s skin_no_small_gaps_heuristic="False" -s wall_line_width_x="0.35" -s raft_margin="15" -s small_feature_speed_factor_0="50" -s cool_fan_speed_min="40.0" -s travel_avoid_distance="0.625" -s material_print_temperature_layer_0="250.0" -s material_flow_layer_0="100" -s min_infill_area="0" -s wall_thickness="0.8" -s brim_line_count="23" -s skin_edge_support_thickness="0" -s alternate_extra_perimeter="False" -s material_break_preparation_speed="2" -s retraction_min_travel="0.7" -s jerk_layer_0="20" -s clean_between_layers="False" -s skirt_brim_material_flow="100" -s machine_extruder_start_pos_y="0" -s skirt_gap="3" -s support_zag_skip_count="9" -s speed_equalize_flow_max="150" -s bridge_skin_density="100" -s cooling="0" -s speed_support_roof="40.0" -s material_print_temperature="245.0" -s conical_overhang_angle="50" -s support_infill_rate="15" -s speed_equalize_flow_enabled="False" -s initial_layer_line_width_factor="100.0" -s raft_base_line_width="0.8" -s support_bottom_angles="[ ]" -s bridge_fan_speed_2="0" -s material_flush_purge_speed="0.5" -s material_anti_ooze_retracted_position="-4" -s support_roof_angles="[ ]" -s jerk_wall="20" -s infill_offset_x="0" -s support_roof_density="100" -s material_standby_temperature="205.0" -s conical_overhang_hole_size="0" -s infill_material_flow="100" -s skirt_brim_line_width="0.35" -s speed_support_bottom="40.0" -s bridge_skin_material_flow_2="100" -s machine_endstop_positive_direction_y="False" -s gradual_support_infill_step_height="1" -s bridge_sparse_infill_max_density="0" -s support_bottom_enable="False" -s mold_enabled="False" -s slicing_tolerance="middle" -s machine_extruder_start_pos_abs="False" -s top_bottom="0" -s material_break_preparation_retracted_position="-16" -s infill_line_distance="3.5" -s resolution="0" -s acceleration_travel_layer_0="5000.0" -s skin_edge_support_layers="0" -s support="0" -s material_break_speed="25" -s mold_width="5" -s machine_endstop_positive_direction_z="True" -s material_break_temperature="50" -s retraction_hop_only_when_collides="False" -s travel_compensate_overlapping_walls_enabled="True" -s support_tree_branch_diameter_angle="5" -s experimental="0" -s travel_compensate_overlapping_walls_0_enabled="True" -s infill_support_angle="40" -s acceleration_layer_0="3000" -s skin_overlap="5" -s support_xy_distance_overhang="0.2" -s top_layers="6" -s material_guid="b4cd8cf7-2e98-44bd-9e4c-600b5d339e54" -s jerk_skirt_brim="20" -s cool_lift_head="False" -s minimum_bottom_area="1.0" -s meshfix_keep_open_polygons="False" -s ironing_pattern="zigzag" -s jerk_support="20" -s raft_smoothing="5" -s material_flow_dependent_temperature="False" -s prime_tower_wipe_enabled="True" -s layer_start_y="0.0" -s support_wall_count="0" -s support_line_width="0.35" -s raft_interface_line_spacing="0.8999999999999999" -s infill="0" -s retraction_combing_max_distance="0" -s bridge_skin_support_threshold="50" -s raft_interface_speed="22.5" -s wall_line_width_0="0.35" -s machine_extruder_end_pos_abs="False" -s wipe_retraction_prime_speed="20.0" -s support_material_flow="100" -s fill_outline_gaps="False" -s jerk_support_bottom="20" -s conical_overhang_enabled="False" -s jerk_wall_0="20" -s support_interface_height="1" -s wipe_pause="0" -s machine_extruders_shared_nozzle_initial_retraction="0" -s acceleration_topbottom="3000" -s skin_outline_count="1" -s wall_line_count="2" -s support_interface_line_width="0.35" -s wall_x_material_flow="100" -s support_conical_angle="30" -s speed_travel_layer_0="60.0" -s minimum_roof_area="1.0" -s travel_avoid_other_parts="True" -s wipe_hop_amount="1" -s support_bottom_offset="0.0" -s skirt_brim_minimal_length="250" -s bridge_skin_material_flow_3="110" -s raft_interface_thickness="0.21000000000000002" -s machine_nozzle_cool_down_speed="2.0" -s prime_tower_line_width="0.35" -s xy_offset="0" -s wall_min_flow="0" -s wipe_retraction_amount="3" -s machine_steps_per_mm_y="50" -s cool_fan_speed="40.0" -s zig_zaggify_infill="False" -s max_extrusion_before_wipe="10" -s travel="0" -s small_feature_speed_factor="50" -s raft_surface_fan_speed="0" -s raft_acceleration="3000" -s support_interface_density="100" -s mesh_rotation_matrix="[[1,0,0], [0,1,0], [0,0,1]]" -s machine_nozzle_offset_x="0" -s cross_infill_density_image="" -s machine_extruder_end_pos_y="0" -s jerk_prime_tower="20" -s raft_speed="30.0" -s support_roof_pattern="concentric" -s skin_angles="[ ]" -s machine_extruder_end_code="" -s support_interface_material_flow="100" -s speed_wall_x="60.0" -s small_feature_max_length="0.0" -s support_angle="50" -s skirt_brim_speed="30.0" -s acceleration_support_interface="3000" -s skin_overlap_mm="0.0175" -s machine_heat_zone_length="16" -s support_line_distance="2.3333333333333335" -s speed_print_layer_0="30.0" -s support_z_distance="0.1" -s connect_skin_polygons="False" -s retraction_extra_prime_amount="0" -s acceleration_support_infill="3000" -s wall_0_inset="0.025000000000000022" -s speed_support_interface="40.0" -s wall_overhang_angle="90" -s support_tree_branch_diameter="2" -s z_seam_corner="z_seam_corner_inner" -s roofing_angles="[ ]" -s material_crystallinity="False" -s raft_base_line_spacing="1.6" -s magic_fuzzy_skin_enabled="False" -s z_seam_x="0.0" -s acceleration_print="3000" -s wall_min_flow_retract="False" -s jerk_infill="20" -s meshfix_maximum_deviation="0.025" -s infill_wipe_dist="0.0875" -s travel_avoid_supports="False" -s shell="0" -s roofing_material_flow="100" -s extruder_prime_pos_y="0" -s jerk_support_roof="20" -s bridge_enable_more_layers="True" -s ironing_flow="10.0" -s support_initial_layer_line_distance="2.3333333333333335" -s raft_airgap="0.3" -s bridge_skin_material_flow="60" -s support_tower_maximum_supported_diameter="3.0" -s skirt_line_count="1" -s machine_nozzle_temp_enabled="True" -s top_bottom_pattern="lines" -s material_maximum_park_duration="300" -s infill_support_enabled="False" -s infill_sparse_thickness="0.14" -s support_fan_enable="False" -s material_flow="100" -s retraction_extrusion_window="3" -s top_thickness="0.8" -s support_bottom_stair_step_min_slope="10.0" -s support_roof_enable="False" -s magic_fuzzy_skin_outside_only="False" -s skin_line_width="0.35" -s wipe_move_distance="20" -s roofing_line_width="0.35" -s extruder_nr="0" -s acceleration_roofing="3000" -s retraction_hop_enabled="False" -s support_infill_angles="[ ]" -s material_break_preparation_temperature="245.0" -s retract_at_layer_change="True" -s acceleration_infill="3000" -s acceleration_skirt_brim="3000" -s raft_interface_line_width="0.7" -s meshfix_extensive_stitching="False" -s infill_angles="[ ]" -s top_bottom_pattern_0="lines" -s raft_surface_line_width="0.35" -s support_bottom_density="100" -s machine_feeder_wheel_diameter="10.0" -s support_infill_sparse_thickness="0.14" -s coasting_enable="True" -s acceleration_ironing="3000" -s speed_infill="60" -s bottom_layers="6" -s meshfix="0" -s speed_wall_0="30.0" -s speed_support_infill="60" -s wall_material_flow="100" -s raft_fan_speed="0" -s support_interface_pattern="concentric" -s speed_ironing="20.0" -s raft_surface_jerk="20" -s speed_z_hop="10" -s material_no_load_move_factor="0.940860215" -s bottom_thickness="0.8" -s retraction_count_max="90" -s extruder_prime_pos_abs="False" -s support_bottom_line_distance="0.35" -s support_roof_line_width="0.35" -s small_hole_max_size="0" -s brim_width="8.0" -s sub_div_rad_add="0.35" -s wipe_retraction_extra_prime_amount="0" -s bridge_skin_density_3="80" -s cool_min_layer_time="5" -s support_top_distance="0.1" -s roofing_layer_count="0" -s machine_extruder_cooling_fan_number="0" -s jerk_travel="30" -s wall_line_width="0.35" -s acceleration_travel="5000" -s max_skin_angle_for_expansion="90" -s machine_nozzle_tip_outer_diameter="1" -s switch_extruder_retraction_speeds="20" -s raft_base_fan_speed="0" -s mesh_position_y="0" -s raft_jerk="20" -s support_tree_angle="40" -s material_final_print_temperature="230.0" -s support_tower_diameter="3.0" -s gradual_infill_step_height="1.5" -s support_conical_min_width="5.0" -s bridge_skin_density_2="75" -s ironing_line_spacing="0.1" -s retraction_hop_after_extruder_switch_height="1" -s jerk_ironing="20" -s support_bottom_pattern="concentric" -s machine_nozzle_id="unknown" -s wipe_hop_speed="10" -s meshfix_maximum_resolution="0.5" -s machine_steps_per_mm_x="50" -s switch_extruder_prime_speed="20" -s acceleration_wall_0="3000" -s brim_gap="0" -s blackmagic="0" -s infill_sparse_density="20" -s retraction_enable="True" -s default_material_print_temperature="245.0" -s material_break_retracted_position="-50" -s raft_surface_line_spacing="0.35" -s skin_preshrink="0.7" -s ironing_inset="0.3325" -s support_tower_roof_angle="65" -s support_xy_distance="0.7" -s cool_fan_enabled="True" -s cool_min_layer_time_fan_speed_max="10" -s raft_surface_layers="2" -s jerk_wall_x="20" -s infill_enable_travel_optimization="False" -s cool_fan_full_layer="2" -s raft_surface_thickness="0.14" -s support_bottom_distance="0.1" -s acceleration_wall="3000" -s machine_extruder_start_code="" -s z_seam_y="55.0" -s expand_skins_expand_distance="0.7" -s material="0" -s material_adhesion_tendency="10" -s raft_base_thickness="0.252" -s zig_zaggify_support="False" -s raft_base_jerk="20" -s speed_topbottom="30.0" -s jerk_print="20" -s acceleration_support_bottom="3000" -s command_line_settings="0" -s brim_outside_only="True" -s support_roof_line_distance="0.35" -s bridge_skin_speed_2="15.0" -s retraction_hop_after_extruder_switch="True" -s jerk_support_interface="20" -s fill_perimeter_gaps="everywhere" -s retraction_amount="3" -s xy_offset_layer_0="0" -s bridge_wall_speed="15.0" -s meshfix_union_all_remove_holes="False" -s z_seam_type="sharpest_corner" -s retraction_prime_speed="20.0" -s wipe_hop_enable="False" -s machine_nozzle_heat_up_speed="2.0" -s raft_base_acceleration="3000" -s wall_overhang_speed_factor="100" -s gradual_infill_steps="0" -s roofing_pattern="lines" -s magic_fuzzy_skin_point_dist="0.8" -s wipe_retraction_enable="True" -s raft_base_speed="22.5" -s bottom_skin_preshrink="0.7" -s meshfix_maximum_travel_resolution="0.7" -s retraction_speed="20.0" -s infill_overlap_mm="0.035" -s infill_multiplier="1" -s machine_settings="0" -s support_bottom_stair_step_height="0.3" -s wipe_retraction_retract_speed="20.0" -s support_tree_collision_resolution="0.175" -s bridge_wall_material_flow="50" -s magic_fuzzy_skin_thickness="0.3" -s support_conical_enabled="False" -s switch_extruder_extra_prime_amount="0" -s machine_extruder_start_pos_x="0" -s extruder_prime_pos_z="0" -s meshfix_union_all="True" -s wipe_retraction_speed="20.0" -s extruder_prime_pos_x="0" -s machine_min_cool_heat_time_window="50.0" -s cool_min_speed="10" -s support_bottom_material_flow="100" -s support_pattern="zigzag" -s material_flow_temp_graph="[[3.5,200],[7.0,240]]" -s min_skin_width_for_expansion="5.143516556418884e-17" -s raft_interface_acceleration="3000" -s support_brim_line_count="23" -s ironing_only_highest_layer="False" -s mesh_position_x="0" -s cool_fan_speed_0="0" -s wall_0_material_flow="100" -s bridge_wall_coast="100" -s wipe_repeat_count="5" -s support_skip_some_zags="False" -s bridge_fan_speed_3="0" -s jerk_topbottom="20" -s prime_tower_flow="100" -s support_use_towers="True" -s jerk_support_infill="20" -s support_roof_material_flow="100" -s prime_blob_enable="False" -s support_interface_enable="False" -s support_brim_width="8.0" -s material_diameter="1.75" -s switch_extruder_retraction_amount="16" -s cross_support_density_image="" -s filter_out_tiny_gaps="True" -s jerk_travel_layer_0="30.0" -s cool_fan_full_at_height="0.21" -s initial_bottom_layers="6" -s machine_extruder_end_pos_x="0" -s support_interface_angles="[ ]" -s cool_fan_speed_max="40.0" -s gradual_support_infill_steps="0" -s acceleration_support_roof="3000" -s ironing_enabled="False" -s acceleration_print_layer_0="3000" -s limit_support_retractions="True" -s support_bottom_height="1" -s bridge_fan_speed="100" -s infill_wall_line_count="0" -s support_bottom_stair_step_width="5.0" -s magic_fuzzy_skin_point_density="1.25" -s jerk_roofing="20" -s wipe_brush_pos_x="100" -s bridge_skin_speed="15.0" -s raft_surface_acceleration="3000" -s wall_0_wipe_dist="0.2" -s speed_prime_tower="60" -s mesh_position_z="0" -s machine_steps_per_mm_z="50" -s retraction_hop="1" -s dual="0" -s support_connect_zigzags="True" -s material_end_of_filament_purge_length="20" -s layer_0_z_overlap="0.15" -s infill_randomize_start_location="False" -s top_skin_expand_distance="0.7" -s speed_layer_0="30.0" -s material_flush_purge_length="60" -s machine_nozzle_offset_y="0" -s switch_extruder_retraction_speed="20" -s bottom_skin_expand_distance="0.7" -s z_seam_position="back" -s speed="0" -s cross_infill_pocket_size="3.5" -s speed_support="60" -g -e0 -l "0" -s extruder_nr="0"
2021-06-06 14:06:47,006 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend._onSlicingFinishedMessage [737]: Slicing took 1.4299876689910889 seconds
2021-06-06 14:06:47,006 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend._onSlicingFinishedMessage [738]: Number of models per buildplate: {0: 1}
2021-06-06 14:06:47,006 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend._onSlicingFinishedMessage [752]: See if there is more to slice...
2021-06-06 14:06:47,009 - DEBUG - [MainThread] UM.Backend.Backend._logSocketState [196]: Socket state changed to Closing
2021-06-06 14:06:47,010 - DEBUG - [MainThread] UM.Backend.Backend._onSocketError [220]: Socket debug: Arcus Error (13): Closing socket because other side requested close.
2021-06-06 14:06:47,012 - DEBUG - [MainThread] UM.Backend.Backend._logSocketState [198]: Socket state changed to Closed
2021-06-06 14:06:47,013 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend._onBackendQuit [925]: Backend quit with return code 0. Resetting process and socket.
2021-06-06 14:06:50,606 - DEBUG - [MainThread] LocalFileOutputDevice.LocalFileOutputDevice.requestWrite [135]: Writing to [C:/Users/nicho/Desktop/MPMD_Scale.gcode]...
2021-06-06 14:06:52,245 - DEBUG - [MainThread] LocalFileOutputDevice.LocalFileOutputDevice.requestWrite [153]: Writing to Local File C:/Users/nicho/Desktop/MPMD_Scale.gcode in text mode
2021-06-06 14:06:52,279 - INFO - [JobQueWorker [6]] GCodeWriter.GCodeWriter._serialiseSettings [200]: No custom settings found, not writing settings to g-code.
2021-06-06 14:06:52,281 - DEBUG - [JobQueWorker [6]] UM.FileHandler.WriteFileJob.run [80]: Writing file took 0.028032779693603516 seconds
2021-06-06 14:06:52,330 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/qml/UM/MessageStack.qml:75: TypeError: Cannot read property 'horizontalCenter' of null
2021-06-06 14:06:52,715 - INFO - [MainThread] SliceInfoPlugin.SliceInfo._onRequestFinished [284]: SliceInfo sent successfully
2021-06-06 14:06:54,324 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
